,631
id,5145
title,NES Vice: Project Doom by TaoTao in 11:49.50
branch,baseline
goal,baseline
gameGoalId,238
emulatorVersion,BizHawk 2.8
class,Standard
systemCode,NES
submissionId,8046
gameId,162
gameVersionId,1078
obsoletedById,
frames,42640
rerecordCount,52596
systemFrameRate,60.098923177630745
movieFileName,taotao2-viceprojectdoom.bk2
additionalAuthors,
createTimestamp,2023-03-08T03:45:59.825155
authors,['TaoTao']
tags,['damage']
flags,[]
urls,"['https://www.youtube.com/watch?v=6jO2dIGMqlU', 'https://archive.org/download/viceprojectdoom-tasv2-taotao/viceprojectdoom-tasv2-taotao.mp4']"
filePaths,['5145M.png']
SHA1,3E8F1E05F3B0BD08FC1D62FF0EFE81D533B9AF8C
