,377
id,3922
title,"NES Super Mario Bros. 3 ""warps"" by Lord_Tom, Maru & Tompa in 10:24.34"
branch,warps
goal,warps
gameGoalId,3110
emulatorVersion,FCEUX 2.2.3
class,Standard
systemCode,NES
submissionId,6274
gameId,17
gameVersionId,883
obsoletedById,
frames,37522
rerecordCount,21692
systemFrameRate,60.0988138974405
movieFileName,"lordtom,maru,tompav2-smb3-warps.fm2"
additionalAuthors,
createTimestamp,2019-03-16T13:53:11
authors,"['Lord_Tom', 'Maru', 'Tompa']"
tags,"['warps', 'nowarpbug', 'noskipboss', 'bugs', 'nobugs', 'norambugs']"
flags,"['Verified', 'Commentary', 'NewcomerRec', 'stars', 'SensitivityWarning']"
urls,"['https://www.youtube.com/watch?v=qP2PHmef8XQ', 'https://archive.org/download/Smb3-tasv2-warps-lordtommarutompa/smb3-tasv2-warps-lordtom,maru,tompa.mkv', 'https://archive.org/download/Smb3-tasv2-warps-lordtommarutompa/smb3-tasv2-warps-lordtom,maru,tompa_512kb.mkv']"
filePaths,['3922M.png']
SHA1,A03E7E526E79DF222E048AE22214BCA2BC49C449
